user,transactionHash,token,isLP,amountRaw,amountWETH,conversionRate,txAggregatedWETH,blockNumber,id
"0xc20e318fe1830de929bb8ee57f6209a89f0ab00f","0x61c6036f72fa1b756c81cc06a6bbabc2e62dce32f26c276f1d09969a7029739d","0xa3d68b74bf0528fdd07263c60d6488749044914b","false","76635412715674","0.00008299155384631200156","1.0829400000000","0.00008299155384631200156","39217841","0x61c6036f72fa1b756c81cc06a6bbabc2e62dce32f26c276f1d09969a7029739d-39-2"
"0xc20e318fe1830de929bb8ee57f6209a89f0ab00f","0x4c4ed8f98c2ac01b00b2cce80e8fe4eac776d5495a5d6e276d7a0860fc1a93cc","0xa3d68b74bf0528fdd07263c60d6488749044914b","false","100000000000000","0.000108294","1.0829400000000","0.000108294","39218354","0x4c4ed8f98c2ac01b00b2cce80e8fe4eac776d5495a5d6e276d7a0860fc1a93cc-21-2"
"0x205f1c1ff61eec1d8138c665b827914316874262","0xff7253f471849f2dd242a43460761294eee6f4f99f8ec2cbcdf4b68eb55e85ae","0xa3d68b74bf0528fdd07263c60d6488749044914b","false","269777756887540","0.0002921531240437925676","1.0829400000000","0.0002921531240437925676","39218917","0xff7253f471849f2dd242a43460761294eee6f4f99f8ec2cbcdf4b68eb55e85ae-32-2"
"0x69b235c1c3f16f828b2394193a7abea79ee40c07","0x0e55eb9a026a526be3cc4d5ba0e1199ad40310586b006527418ead8b5b459f45","0xee8c0e9f1bffb4eb878d8f15f368a02a35481242","false","1267752270856590","0.00126775227085659","1.00000","0.005167676805730378303","39224552","0x0e55eb9a026a526be3cc4d5ba0e1199ad40310586b006527418ead8b5b459f45-5-0"
"0x69b235c1c3f16f828b2394193a7abea79ee40c07","0x0e55eb9a026a526be3cc4d5ba0e1199ad40310586b006527418ead8b5b459f45","0x10aeaf63194db8d453d4d85a06e5efe1dd0b5417","false","2071837469481293","0.00252945355021383507","1.2208745075197","0.005167676805730378303","39224552","0x0e55eb9a026a526be3cc4d5ba0e1199ad40310586b006527418ead8b5b459f45-5-1"
"0x69b235c1c3f16f828b2394193a7abea79ee40c07","0x0e55eb9a026a526be3cc4d5ba0e1199ad40310586b006527418ead8b5b459f45","0xa3d68b74bf0528fdd07263c60d6488749044914b","false","1265509617023984","0.001370470984659953233","1.0829400000000","0.005167676805730378303","39224552","0x0e55eb9a026a526be3cc4d5ba0e1199ad40310586b006527418ead8b5b459f45-5-2"
"0x69b235c1c3f16f828b2394193a7abea79ee40c07","0x9582817449f138e6b547ad12f281dcab532fb7cfd82eb3d463273ca9437a6470","0xee8c0e9f1bffb4eb878d8f15f368a02a35481242","false","514302","0.000000000000514302","1.00000","0.0000000000020964234186738304091","39224656","0x9582817449f138e6b547ad12f281dcab532fb7cfd82eb3d463273ca9437a6470-38-0"
"0x69b235c1c3f16f828b2394193a7abea79ee40c07","0x9582817449f138e6b547ad12f281dcab532fb7cfd82eb3d463273ca9437a6470","0x10aeaf63194db8d453d4d85a06e5efe1dd0b5417","false","840503","0.0000000000010261486861938304091","1.2208745075197","0.0000000000020964234186738304091","39224656","0x9582817449f138e6b547ad12f281dcab532fb7cfd82eb3d463273ca9437a6470-38-1"
"0x69b235c1c3f16f828b2394193a7abea79ee40c07","0x9582817449f138e6b547ad12f281dcab532fb7cfd82eb3d463273ca9437a6470","0xa3d68b74bf0528fdd07263c60d6488749044914b","false","513392","0.00000000000055597273248","1.0829400000000","0.0000000000020964234186738304091","39224656","0x9582817449f138e6b547ad12f281dcab532fb7cfd82eb3d463273ca9437a6470-38-2"
"0xf4030cd3b27e279d011c88e6073ee6b903b83d36","0x3f768d6ca18bb39bc9aa1476439ca4badbe1175e4a1f1153db740b018c14e12d","0x10aeaf63194db8d453d4d85a06e5efe1dd0b5417","false","10814449505745009","0.013203085714423100939","1.2208745075197","0.013203085714423100939","39225856","0x3f768d6ca18bb39bc9aa1476439ca4badbe1175e4a1f1153db740b018c14e12d-6-1"
